央视频道,#genre#
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8$!
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8$!
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8$!
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8$!
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8$!
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8$!
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8$!
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8$!
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8$!
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8$!
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8$!
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8$!
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8$!
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$!
CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8$!
CCTV2,http://39.134.65.175/PLTV/88888888/224/3221225599/1.m3u8$!
CCTV3,http://39.134.65.175/PLTV/88888888/224/3221225799/1.m3u8$!
CCTV4,http://39.134.65.175/PLTV/88888888/224/3221225797/1.m3u8$!
CCTV5,http://39.134.65.175/PLTV/88888888/224/3221225818/1.m3u8$!
CCTV5+,http://39.134.65.175/PLTV/88888888/224/3221225507/1.m3u8$!
CCTV6,http://39.134.65.175/PLTV/88888888/224/3221225814/1.m3u8$!
CCTV7,http://39.134.65.175/PLTV/88888888/224/3221225671/1.m3u8$!
CCTV8,http://39.134.65.175/PLTV/88888888/224/3221225795/1.m3u8$!
CCTV9,http://39.134.65.175/PLTV/88888888/224/3221225676/1.m3u8$!
CCTV10,http://39.134.65.175/PLTV/88888888/224/3221225677/1.m3u8$!
CCTV11,http://39.134.65.175/PLTV/88888888/224/3221225517/1.m3u8$!
CCTV12,http://39.134.65.175/PLTV/88888888/224/3221225669/1.m3u8$!
CCTV13,http://39.134.65.175/PLTV/88888888/224/3221225812/1.m3u8$!
CCTV14,http://39.134.65.175/PLTV/88888888/224/3221225674/1.m3u8$!
CCTV15,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8$!
CCTV16,http://39.134.65.173/PLTV/88888888/224/3221225893/1.m3u8$!
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$!
CCTV4K,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CCTV-4K-HD.m3u8$!
CCTV8K
电视指南,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_DIANSHIZN-CQ.m3u8$!
风云足球,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_FENGSHANGZQ-CQ.m3u8$!
女性时尚,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_NVXINGSS-CQ.m3u8$!
第一剧场,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_DIYIJC-CQ.m3u8$!
风云剧场,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_FENGYUNJC-CQ.m3u8$!
风云音乐,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_FENGYUNYY-CQ.m3u8$!
怀旧剧场,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HUAIJIUJC-CQ.m3u8$!
高尔夫网球,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CCTV-GOLF-CQ.m3u8$!
央视文化精品,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CCTV-WENHUA-CQ.m3u8$!
世界地理,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_SHIJIEDL-CQ.m3u8$!
央视台球,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_TAIQIU-CQ.m3u8$!
兵器科技,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_BINGQIKJ-CQ.m3u8$!
老故事,https://www.freetv.top/migu/884121956.m3u8?migutoken=3a1ab3d86dfcad88851414a4e9ea0bebcd34108643058917c6850114a2f6d0df255b6e004045f0c321bf28d2f8e3a22ac410dd6b132e41a032af0a58855ca081dd14c4bb6799f75dce168c80a5$!
发现之旅,https://www.freetv.top/migu/624878970.m3u8?migutoken=2ea58f853feb086437812293e48b87138fa77e903e0e012ca75b78c0a3ce2a5e5d98b69755aed2027b5601e8facd0ea6fb7ceab7bc1c7934a1e1487bcc663cbdbc8d699388e6d5f106319af42b$!
中学生,https://www.freetv.top/migu/708869532.m3u8?migutoken=a4008098fde8c055729da685ee85d7d382dade6cc79c1d4274c37ea159dc29ed4b1c4b83fe0cbe4e3d54ebe8fb118b910605288cf8bcf0ebcc5814a4836ababa2cc079ea44cb042352b95d7855$!
卫视频道,#genre#
安徽卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_ANHUI-HD-265-8M.m3u8$!
安多卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225659$!
北京卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_BEIJING-HD-265-8M.m3u8$!
兵团卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226439$!
重庆卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CHONGQING-CQ.m3u8$!
东方卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_DONGFANG-HD-265-8M.m3u8$!
东南卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=H265-5500k-1080P-dongnanstv.m3u8$!
甘肃卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225633
广东卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_GUANGDONG-HD-265-8M.m3u8$!
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549
贵州卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_GUIZHOU-CQ.m3u8$!
海南卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=HD-8000k-1080P-lvyoustv.m3u8$!
河北卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HEBEI-CQ.m3u8$!
河南卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HENAN-CQ.m3u8$!
湖北卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HUBEI-HD-265-8M.m3u8$!
湖南卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HUNAN-HD-265-8M.m3u8$!
黑龙江卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_HEILONGJIANG-HD-265-8M.m3u8$!
吉林卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_JILIN-CQ.m3u8$!
江苏卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_JIANGSU-HD-265-8M.m3u8$!
江西卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_JIANGXI-CQ.m3u8$!
康巴卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225660$!
辽宁卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_LIAONING-HD-265-8M.m3u8$!
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634$!
宁夏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225632$!
青海卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225628$!
山东卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_SHANDONG-HD-265-8M.m3u8$!
山西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225624$!
陕西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225625$!
四川卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_SICHUAN-CQ.m3u8$!
深圳卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_SHENZHEN-HD-265-8M.m3u8$!
三沙卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_SANSHA-HQ.m3u8$!
天津卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_TIANJIN-HD-265-8M.m3u8$!
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635$!
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638$!
云南卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_YUNNAN-HQ.m3u8$!
延边卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226516$!
浙江卫视,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_ZHEJIANG-HD-265-8M.m3u8$!
北京卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226450$!
东方卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226345$!
浙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226339$!
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310$!
湖南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226307$!
广东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226248$!
深圳卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226313$!
东南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226341$!
吉林卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226397$!
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338$!
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459$!
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391$!
山东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226456$!
广西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226549$!
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546$!
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344$!
河北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226406$!
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480$!
海南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226465$!
湖北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226477$!
贵州卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226474$!
重庆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226409$!
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444$!
黑龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226585$!
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634$!
宁夏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225632$!
山西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225624$!
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635$!
甘肃卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225633$!
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638$!
陕西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225625$!
青海卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225628$!
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226433$!
延边卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226516$!
兵团卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226439$!
康巴卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225660$!
安多卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225659$!
北京卫视,http://39.134.65.162/PLTV/88888888/224/3221225931/1.m3u8$!
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225942/1.m3u8$!
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225959/1.m3u8$!
江苏卫视,http://39.134.65.177/PLTV/88888888/224/3221225938/1.m3u8$!
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8$!
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$!
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8$!
黑龙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225994/1.m3u8$!
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$!
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$!
东南卫视,http://39.134.65.173/PLTV/88888888/224/3221225950/1.m3u8$!
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$!
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8$!
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$!
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8$!
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$!
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8$!
湖北卫视,http://39.134.65.173/PLTV/88888888/224/3221225975/1.m3u8$!
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8$!
吉林卫视,http://39.134.65.173/PLTV/88888888/224/3221226013/1.m3u8$!
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8$!
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8$!
广西卫视,http://39.134.65.141/PLTV/88888888/224/3221226024/1.m3u8$!
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8$!
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8$!
